"ID","Handle","Command","Display Name","Status","Updated At","Definition: Handle","Definition: Name","Top Row","Row #","Field","Value"
"71006748855","high","MERGE","High","Active","2024-10-25 16:21:52 -0400","arch_height_icons","Arch Height Icons","true","1","arch_height","High"
"71006748855","high","MERGE","High","Active","2024-10-25 16:21:52 -0400","arch_height_icons","Arch Height Icons","","2","arch_height_icon","mfield_cql_arch_height__high.svg"
"71006748855","high","MERGE","High","Active","2024-10-25 16:21:52 -0400","arch_height_icons","Arch Height Icons","","3","arch_height_tooltip","The arch of your foot is the center part between the heel and the toe."
"71006748855","high","MERGE","High","Active","2024-10-25 16:21:52 -0400","arch_height_icons","Arch Height Icons","","4","arch_height_image","arch-high_943a2dad-7c00-4e6c-bb91-22c05b1f89c4.svg"
"71006585015","low","MERGE","Low","Active","2024-10-25 16:20:40 -0400","arch_height_icons","Arch Height Icons","true","5","arch_height","Low"
"71006585015","low","MERGE","Low","Active","2024-10-25 16:20:40 -0400","arch_height_icons","Arch Height Icons","","6","arch_height_icon","mfield_cql_arch_height__low.svg"
"71006585015","low","MERGE","Low","Active","2024-10-25 16:20:40 -0400","arch_height_icons","Arch Height Icons","","7","arch_height_tooltip","The arch of your foot is the center part between the heel and the toe."
"71006585015","low","MERGE","Low","Active","2024-10-25 16:20:40 -0400","arch_height_icons","Arch Height Icons","","8","arch_height_image","arch-low_0fa2d4ae-5046-4fbd-872e-545f719fa8b7.svg"
"71006716087","mid-high","MERGE","Medium/High","Active","2024-11-07 15:26:22 -0500","arch_height_icons","Arch Height Icons","true","9","arch_height","Medium/High"
"71006716087","mid-high","MERGE","Medium/High","Active","2024-11-07 15:26:22 -0500","arch_height_icons","Arch Height Icons","","10","arch_height_icon","mfield_cql_arch_height__medium-high.svg"
"71006716087","mid-high","MERGE","Medium/High","Active","2024-11-07 15:26:22 -0500","arch_height_icons","Arch Height Icons","","11","arch_height_tooltip","The arch of your foot is the center part between the heel and the toe."
"71006716087","mid-high","MERGE","Medium/High","Active","2024-11-07 15:26:22 -0500","arch_height_icons","Arch Height Icons","","12","arch_height_image","Superfeet_Icons_Arch_Height_1.svg"
"71006617783","mid","MERGE","Medium","Active","2024-10-25 16:18:03 -0400","arch_height_icons","Arch Height Icons","true","13","arch_height","Medium"
"71006617783","mid","MERGE","Medium","Active","2024-10-25 16:18:03 -0400","arch_height_icons","Arch Height Icons","","14","arch_height_icon","mfield_cql_arch_height--medium.svg"
"71006617783","mid","MERGE","Medium","Active","2024-10-25 16:18:03 -0400","arch_height_icons","Arch Height Icons","","15","arch_height_tooltip","The arch of your foot is the center part between the heel and the toe."
"71006617783","mid","MERGE","Medium","Active","2024-10-25 16:18:03 -0400","arch_height_icons","Arch Height Icons","","16","arch_height_image","arch-med_f700e35d-aa40-4ea2-9d36-80868022e123.svg"
"71006814391","thin","MERGE","Thin","Active","2024-10-25 16:22:27 -0400","thickness_icons","Thickness Icons","true","17","thickness","Thin"
